"Project.ID","Project.Activity.ID","Activity.ID","Site.IDs","Start.date","End.date","Description","Status","Attribution","Latitude","Longitude","Assessor_name","Date.image.assessment.completed","Overall_condition_score","Comments","Ecosystem.image.s.","MVG.Group","Huchinson.Group","Indicate.whether.you.have.completed.this.assessment","Condition.Rating.Upper","Condition.Rating.Lower","ImageName"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","f34871bc-747b-4662-839c-88a41ab739f8","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","30/10/2018",0.7,"Strong selective gazing effects evident, suggesting loss of grazing-sensitive species.  Dominant grass identity uncertain.  This, and lack of ground layer composition determine suggested lower bounds.  Tree layer in good condition.","https://biocollect.ala.org.au/image?id=33_SP_MVG5_11_016.JPG","Open forest and woodlands","D5 - Tas lowlands, southern Vic, southern and northern Tablelands NSW","Yes",0.8,0.5,"SP_MVG5_11_016.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","cc632b06-da4c-4fee-9b44-a2d07c19a8bd","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","30/10/2018",0.8,"Lack of mature trees and condition of understory determines overall assessment.  Uncertainty about condition of ground layer (litter, woody debris).","https://biocollect.ala.org.au/image?id=26_SP_MVG2_005.JPG","Closed tall forest, enclosed forest","D5 - Tas lowlands, southern Vic, southern and northern Tablelands NSW","Yes",0.9,0.6,"SP_MVG2_005.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","e9ee88b5-ef53-49d0-a842-51ad01cbee04","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","20/03/2018",0.3,"It is clear that the understory is completely transformed by nutrient addition, hence the lack of tree regeneration.  The score is gained form the presence of healthy adult trees.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_022.JPG",NA,NA,"Yes",0.3,0.3,"SP_MVG5_11_022.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","b1946551-822b-4946-b64d-0c88dc4b8d05","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","20/03/2018",0.9,"Condition is indicated by the gravestones and presence of native forbs, but can't see how weedy the understorey is, hence range of potential values.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_005.JPG",NA,NA,"Yes",1,0.8,"SP_MVG5_11_005.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","7eade269-dba6-46c3-9ca5-c076f3056ad8","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","13/03/2018",0.5,"Eucalypt layer looks in OK condition. High component of invasives in ground layer","https://biocollect.ala.org.au/image?id=IMG_8965.JPG",NA,NA,"Yes",0.6,0.4,"IMG_8965.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","4caf2da1-2593-46ea-8e8b-30143d1ec23a","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","13/03/2018",0.4,"Ground cover appears to have high component of exotics. Not sure how to judge eucalypt stand structure given the small number of trees in image.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_057.JPG",NA,NA,"Yes",0.8,0.2,"SP_MVG5_11_057.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","0c86a52f-80b7-481d-8039-ffd503f1c2e2","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"22","26/01/2017",0.4,"This image is easier to interpret without knowing exactly where it is.  The context is evident in the actual photo.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_024.JPG",NA,NA,"TRUE",0.5,0.3,"SP_MVG5_11_024.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","8ba1e19d-b484-439a-baaf-0c9332bc627b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",1,"Good ground layer condition","https://biocollect.ala.org.au/image?id=SP_MVG5_11_035.JPG",NA,NA,"Yes",1,0.9,"SP_MVG5_11_035.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","4d52745a-cabe-4dfc-81d9-a76a4bd98d08","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"5","21/03/2018",0.95,NA,"https://biocollect.ala.org.au/image?id=IMG_9463.JPG",NA,NA,"Yes",1,0.9,"IMG_9463.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","d2741f5e-c8fc-4b7e-98f7-9b2db1862403","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"5","21/03/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=SP_MVG3_003.JPG",NA,NA,"Yes",1,0.8,"SP_MVG3_003.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","a962eeee-0f73-4911-8e0b-2f9a15ddc90e","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","20/03/2018",0.7,"Density and young age of trees indicates past clearing, but there is a diversity of shrubs.  The shrub with bi-pinnate leaves looks like a weed, and cannot see the ground layer to assess.","https://biocollect.ala.org.au/image?id=0_IMG_9155.JPG",NA,NA,"Yes",0.7,0.4,"IMG_9155.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","a93c0493-53ad-410d-92d6-65c8ea628e15","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"22","21/03/2018",0.2,"This is OK to interpret without knowing the exact location.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_017.jpg",NA,NA,"TRUE",0.4,0.1,"SP_MVG5_11_017.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","7e0900eb-23b4-4d19-b32c-bb1aca0db5ea","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"22","21/03/2018",0.5,"This site would be easier to interpret if it's exact location where known.","https://biocollect.ala.org.au/image?id=IMG_9367.JPG",NA,NA,"TRUE",0.6,0.4,"IMG_9367.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","902b8f8b-235f-46e9-8a45-c793172ccb8f","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","13/03/2018",0.8,"Composition looks good with no evidence of weeds. Hard to judge canopy structure based on trees in image","https://biocollect.ala.org.au/image?id=SP_MVG5_11_043.JPG",NA,NA,"Yes",1,0.6,"SP_MVG5_11_043.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","2ad2cf3e-8594-4b19-ba30-ccb868e28536","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"22","21/03/2018",0.7,"It is hard to make an assessment with out knowing exactly where this site is.  There isn't enough context evident within the photo itself.  I think this is because i can't see out beyond the site into the landscape.  So maybe it's the landscape position context that is important?


This site looks like it could be really good condition.  Alternatively it could be a too shrubby due to fire regime change.","https://biocollect.ala.org.au/image?id=0_IMG_0985.JPG",NA,NA,"TRUE",0.9,0.6,"IMG_0985.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","8b7985bd-0eba-49ab-ad0c-28cbd3314a2c","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"5","21/03/2018",0.5,NA,"https://biocollect.ala.org.au/image?id=SP_MVG3_002.JPG",NA,NA,"Yes",0.8,0.3,"SP_MVG3_002.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","b7c8ab12-b7e3-4293-be09-6375959ec9fa","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","20/03/2018",0.4,"There is some evidence of perennially and a few natives in the pasture, but the fertility levels are elevated and exotics dominate and no sign of regeneration beyond the dense clump of trees.  Score is from the presence of healthy mature trees and mixed ages of trees in the stand.","https://biocollect.ala.org.au/image?id=SP_MVG5_11_021.JPG",NA,NA,"Yes",0.4,0.4,"SP_MVG5_11_021.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","d28ab1e9-f0fe-44da-a6dc-352fe521ef2e","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"5","21/03/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=SP_MVG3_001.JPG",NA,NA,"Yes",0.95,0.8,"SP_MVG3_001.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","3670c18f-55fb-46f3-a122-c6c6d709bc37","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.3,"Very weedy understory?","https://biocollect.ala.org.au/image?id=3_SP_MVG5_11_017.JPG","Open forest and woodlands","E1 - Southwest WA and southern SA","Yes",0.4,0.2,"SP_MVG5_11_017.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","69d5f46b-f175-4f7a-ad6a-20f556459aa2","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"26","3/09/2018",0.5,NA,"https://biocollect.ala.org.au/image?id=7_SP_MVG5_11_052.JPG","Open forest and woodlands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",0.6,0.2,"SP_MVG5_11_052.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","9a5c3092-8181-4aa2-b9a0-91f91aef9bde","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","30/10/2018",0.95,"Lack of large trees determined upper bound.  There may be floristic element lacking in ground layer (lower bound)","https://biocollect.ala.org.au/image?id=12_DM056.JPG","Closed tall forest, enclosed forest","B1 - Alpine areas of NSW, Vic and Tas","Yes",0.95,0.9,"DM056.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","001243d8-5099-4f70-a4a1-a60b88e2945b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"28","26/10/2018",0.7,"low native and exotic ground cover could be natural (ground survey indicates this site has good plant diversity),  high dead wood compared to other similar reserves possibly due to lack of fire, termite activity or aging Acacia cohort associated with prior disturbance, trees small from hollows perspective","https://biocollect.ala.org.au/image?id=22_SP_MVG5_11_046.JPG","Open forest and woodlands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",0.8,0.6,"SP_MVG5_11_046.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","3c836a4d-e178-4cc2-ae39-dadf344aac4d","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"27","30/10/2018",0.7,"Good perennial grass cover, looks native dominated but uncertainty about overall composition.","https://biocollect.ala.org.au/image?id=4_Donohue_003.JPG","grasslands, sedgelands and herblands","E4 - sub-tropical and continental eastern Australia and associated with Brigalow belt Qld, NSW","Yes",0.8,0.4,"Donohue_003.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","daed954e-52b6-45cc-a30c-4c8595fb606c","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.7,"Diffcult to assess presence/cover of introduced plant species in ground layer","https://biocollect.ala.org.au/image?id=3_SP_MVG5_11_041.JPG","Open forest and woodlands","E6 - Southern edge arid interior WA, SA, NSW and Qld","Yes",0.8,0.5,"SP_MVG5_11_041.jpg"
